,title,tags,movieId,imdbId,tmdbId
53,2 Days in New York (2012),"['relationships', 'dysfunctional', 'family', 'new', 'york', 'city', 'new', 'york', 'original', 'culture', 'clash', 'happy', 'ending', 'family', 'paris', 'hilarious']",95744,1602472,84165.0
54,2 Days in Paris (2007),"['paris', 'relationships', 'dialogue', 'driven', 'culture', 'clash', 'nudity', '(topless', '-', 'brief)', 'france', 'french', 'original', 'romantic', 'stereotypes']",54796,841044,1845.0
55,2 Days in the Valley (1996),"['hit', 'men', 'ensemble', 'cast', 'nudity', '(topless', '-', 'notable)', 'crime', 'dark', 'humor', 'dialogue', 'murder', 'pulp', 'twists', '&', 'turns', 'original']",999,115438,9401.0
56,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)","['cars', 'racing', 'undercover', 'cop', 'action', 'car', 'chase', 'dumb', 'good', 'action', 'bad', 'acting', 'so', 'bad', ""it's"", 'funny', 'bad', 'plot']",6383,322259,584.0
57,2 Guns (2013),"['corruption', 'undercover', 'cop', 'action', 'fun', 'movie', 'buddy', 'movie', 'action', 'packed', 'fast', 'paced', 'good', 'action', 'entertaining', 'conspiracy']",103883,1272878,136400.0
58,2 ou 3 choses que je sais d'elle (2 or 3 Things I Know About Her) (1967),"['criterion', 'meditative', 'intellectual', 'talky', 'golden', 'palm', 'philosophical', 'existentialism', 'enigmatic', 'reflective', 'narrated']",1164,60304,8074.0
59,20 Dates (1998),"['fake', 'documentary', 'mockumentary', 'original', 'pornography', 'independent', 'film', 'documentary', 'great', 'ending', 'funny', 'romance', 'los', 'angeles']",2492,138987,111794.0
60,20 Feet from Stardom (Twenty Feet from Stardom) (2013),"['musicians', 'rock', 'and', 'roll', 'music', 'business', 'documentary', 'music', 'good', 'music', 'artist', 'biographical', 'very', 'interesting', 'original']",103107,2396566,159014.0
61,20 Million Miles to Earth (1957),"['alien', 'stop', 'motion', 'scifi', 'sci', 'fi', 'monsters', 'monster', 'sci-fi', 'space', 'science', 'fiction', 'aliens']",5468,50084,15096.0
62,"20,000 Days on Earth (2014)","['musicians', 'rock', 'and', 'roll', 'intimate', 'lyrical', 'narrated', 'original', 'documentary', 'stylish', 'good', 'music', 'melancholic']",114066,2920540,246400.0
63,"20,000 Leagues Under the Sea (1954)","['adapted', 'from:book', 'adventure', 'submarine', 'based', 'on', 'a', 'book', 'special', 'effects', 'classic', 'adaptation', 'based', 'on', 'book', 'disney', 'original']",1019,46672,173.0
64,200 Cigarettes (1999),"['good', 'soundtrack', 'awesome', 'soundtrack', 'original', 'ensemble', 'cast', 'cult', 'film', 'love', 'dialogue', 'shallow', 'nostalgic', 'pointless']",2504,137338,15256.0
65,2001: A Space Odyssey (1968),"['space', 'travel', 'space', 'masterpiece', 'visual', 'imdb', 'top', '250', 'astronauts', 'kubrick', 'scifi', 'visually', 'appealing', 'cerebral']",924,62622,62.0
66,2010: The Year We Make Contact (1984),"['space', 'space', 'travel', 'science', 'fiction', 'sci-fi', 'scifi', 'astronauts', 'sci', 'fi', 'space', 'opera', 'cold', 'war', 'based', 'on', 'book']",2311,86837,4437.0
67,2012 (2009),"['end', 'of', 'the', 'world', 'natural', 'disaster', 'big', 'budget', 'special', 'effects', 'apocalypse', 'disaster', 'action', 'cgi', 'bad', 'science', 'science', 'fiction']",72378,1190080,14161.0
68,2046 (2004),"['love', ""writer's"", 'life', 'loneliness', 'melancholic', 'enigmatic', 'relationships', 'cinematography', 'melancholy', 'meditative', 'stylized']",27266,212712,844.0
69,21 (2008),"['based', 'on', 'a', 'book', 'las', 'vegas', 'based', 'on', 'true', 'story', 'casino', 'based', 'on', 'a', 'true', 'story', 'true', 'story', 'mentor', 'gambling', 'con', 'artists', 'math']",58803,478087,8065.0
70,21 Grams (2003),"['storytelling', 'multiple', 'storylines', 'non-linear', 'tragedy', 'life', '&', 'death', 'complex', 'drama', 'guilt', 'great', 'acting', 'death']",6953,315733,470.0
71,21 Jump Street (2012),"['undercover', 'cop', 'comedy', 'based', 'on', 'a', 'tv', 'show', 'high', 'school', 'hilarious', 'drugs', 'teen', 'movie', 'weed', 'funny', 'buddy', 'movie']",93510,1232829,64688.0
72,21 Up (1977),"['reflective', 'criterion', 'documentary', 'very', 'interesting', 'melancholic', 'runaway', 'series', 'original', 'childhood', 'golden', 'palm']",52767,75610,20553.0
73,21 and Over (2013),"['drinking', 'college', 'male', 'nudity', 'crude', 'humor', 'teen', 'movie', 'teens', 'teen', 'comedy', 'high', 'school', 'road', 'trip']",100507,1711425,107811.0
74,22 Bullets (L'immortel) (2010),"['revenge', 'french', 'violence', 'mafia', 'vengeance', 'immortality', 'france', 'violent', 'original', 'gangsters']",80398,1167638,37645.0
75,22 Jump Street (2014),"['undercover', 'cop', 'sequels', 'comedy', 'sequel', 'good', 'sequel', 'hilarious', 'college', 'free', 'to', 'download', 'goofy', 'funny']",112138,2294449,187017.0
76,24 7: Twenty Four Seven (1997),"['notable', 'soundtrack', 'black', 'and', 'white', 'violence', 'boxing', 'good', 'original', 'working', 'class', 'gritty', 'small', 'town', 'interesting']",2444,120391,22913.0
77,24 Hour Party People (2002),"['music', 'rock', 'and', 'roll', 'musicians', 'music', 'business', 'drugs', 'british', 'good', 'soundtrack', 'good', 'music', 'original', 'irreverent']",5508,274309,2750.0
78,"24 Hour Woman, The (1998)","['parenthood', 'predictable', 'original', 'infidelity', 'family', 'vengeance', 'sexualized', 'violence', 'mentor', 'nudity', '(topless', '-', 'notable)', 'drama']",2486,138279,125548.0
79,24: Redemption (2008),"['conspiracy', 'action', 'suspense', 'original', 'great', 'ending', 'redemption', 'africa', 'series', 'corruption', 'great']",78729,813980,13989.0
80,25th Hour (2002),"['new', 'york', 'drugs', 'new', 'york', 'city', 'oscar', '(best', 'directing)', 'melancholic', 'powerful', 'ending', 'great', 'acting', 'good', 'soundtrack', 'relationships', 'crime']",5954,307901,1429.0
81,27 Dresses (2008),"['chick', 'flick', 'romantic', 'comedy', 'girlie', 'movie', 'romantic', 'good', 'romantic', 'comedies', 'wedding', 'sweet', 'romance', 'love', 'story', 'happy', 'ending']",56949,988595,6557.0
82,28 Days (2000),"['addiction', 'drinking', 'drug', 'abuse', 'alcoholism', 'drama', 'drug', 'addiction', 'comedy', 'redemption', 'original', 'dramatic']",3534,191754,10468.0
83,28 Days Later (2002),"['apocalypse', 'virus', 'zombies', 'post-apocalyptic', 'horror', 'original', 'survival', 'zombie', 'tense', 'post', 'apocalyptic']",6502,289043,170.0
84,28 Up (1985),"['documentary', 'criterion', 'reflective', 'homeless', 'oscar', '(best', 'actress)', 'talky', 'very', 'interesting', 'golden', 'palm', 'original', 'imdb', 'top', '250']",7566,88650,20561.0
85,28 Weeks Later (2007),"['virus', 'survival', 'zombie', 'zombies', 'post-apocalyptic', 'good', 'sequel', 'apocalypse', 'splatter', 'original', 'post', 'apocalyptic']",53000,463854,1562.0
86,3 Days to Kill (2014),"['father', 'daughter', 'relationship', 'paris', 'family', 'drama', 'action', 'assassin', 'car', 'chase', 'hit', 'men', 'cia', 'good', 'action', 'assassination']",109569,2172934,192102.0
87,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),"['creepy', 'gruesome', 'horror', 'storytelling', 'splatter', 'disturbing', 'visceral', 'vengeance', 'brutality', 'weird']",33896,420251,33908.0
88,3 Idiots (2009),"['bollywood', 'college', 'india', 'imdb', 'top', '250', 'friendship', 'comedy', 'indians', 'storytelling', 'mentor', 'based', 'on', 'a', 'book']",73881,1187043,20453.0
89,3 Ninjas (1992),"['ninja', 'kids', 'martial', 'arts', 'children', 'childhood', 'nostalgic', 'mentor', 'original', 'kids', 'and', 'family', 'family']",4748,103596,16314.0
90,3 Ninjas Kick Back (1994),"['ninja', 'kids', 'and', 'family', 'nostalgic', 'kids', 'family', 'original', 'kung', 'fu', 'action', 'predictable', 'fun', 'movie']",4749,109015,18885.0
91,3 Ninjas Knuckle Up (1995),"['ninja', 'kids', 'bad', 'plot', 'kung', 'fu', 'nostalgic', 'original', 'family', 'martial', 'arts', 'action', 'native', 'americans']",4750,112255,40508.0
92,3 Ninjas: High Noon On Mega Mountain (1998),"['ninja', 'kids', 'bad', 'plot', 'martial', 'arts', 'original', 'silly', 'fun', 'predictable', 'fight', 'scenes', 'natural', 'disaster', 'so', 'bad', ""it's"", 'funny']",1739,118539,32302.0
93,3 Strikes (2000),"['goofy', 'hip', 'hop', 'life', 'philosophy', 'weed', 'hilarious', 'very', 'funny', 'silly', 'fun', 'original', 'comedy', 'pointless']",3322,199290,47816.0
94,3 Women (Three Women) (1977),"['criterion', 'surreal', 'weird', 'enigmatic', 'dreamlike', 'loneliness', 'dreams', 'women', 'surrealism', 'original']",8261,75612,41662.0
95,3-Iron (Bin-jip) (2004),"['meditative', 'cerebral', 'loneliness', 'enigmatic', 'existentialism', 'storytelling', 'reflective', 'intimate', 'melancholic', 'weird']",30803,423866,1280.0
96,30 Days of Night (2007),"['vampires', 'vampire', 'small', 'town', 'splatter', 'alaska', 'survival', 'blood', 'horror', 'based', 'on', 'a', 'comic', 'original']",55282,389722,4513.0
97,30 Days of Night: Dark Days (2010),"['vampires', 'vampire', 'sequels', 'original', 'franchise', 'bad', 'plot', 'natural', 'disaster', 'sequel', 'goth', 'blood']",81180,1320304,42941.0
98,30 Minutes or Less (2011),"['comedy', 'bank', 'robbery', 'hilarious', 'funny', 'foul', 'language', 'buddy', 'movie', 'stoner', 'movie', 'original', 'very', 'funny', 'weed']",88812,1622547,62206.0
99,300 (2007),"['based', 'on', 'a', 'comic', 'graphic', 'novel', 'adapted', 'from:comic', 'visual', 'history', 'historical', 'action', 'visually', 'stunning', 'based', 'on', 'comic', 'stylized']",51662,416449,1271.0
100,"300 Spartans, The (1962)","['history', 'historical', 'betrayal', 'costume', 'drama', 'us', 'history', 'talky', 'epic', 'sacrifice', 'courage', 'action']",46653,55719,19972.0
101,3000 Miles to Graceland (2001),"['action', 'heist', 'violent', 'violence', 'las', 'vegas', 'gratuitous', 'violence', 'good', 'action', 'cool', 'pointless', 'pornography']",4159,233142,12138.0
102,300: Rise of an Empire (2014),"['action', 'based', 'on', 'a', 'comic', 'sequel', 'story', 'sequels', 'good', 'sequel', 'fight', 'scenes', 'visually', 'appealing', 'visually', 'stunning', 'dialogue']",109673,1253863,53182.0
103,"301, 302 (301/302) (1995)","['weird', 'cooking', 'original', 'pornography', 'disturbing', 'loneliness', 'bizarre', 'complex', 'male', 'nudity', 'very', 'interesting']",652,112257,54285.0
104,35 Up (1991),"['series', 'criterion', 'original', 'talky', 'loneliness', 'oscar', '(best', 'actress)', 'very', 'interesting', 'interesting', 'social', 'commentary', 'cerebral']",26712,101254,20562.0
105,36 Quai des Orfèvres (Department 36) (2004),"['police', 'police', 'corruption', 'corruption', 'intense', 'drama', 'thriller', 'complex', 'police', 'investigation', 'twists', '&', 'turns', 'great', 'acting']",47634,390808,7291.0
106,"36th Chamber of Shaolin, The (Shao Lin san shi liu fang) (Master Killer) (1978)","['martial', 'arts', 'kung', 'fu', 'fight', 'scenes', 'vengeance', 'original', 'revenge', 'violence', 'imdb', 'top', '250', 'breathtaking', 'weapons']",51277,78243,11841.0
107,"39 Steps, The (1935)","['hitchcock', 'criterion', 'spy', 'espionage', 'spying', 'secrets', 'classic', 'scotland', 'suspenseful', 'chase']",965,26029,260.0
108,3:10 to Yuma (1957),"['western', 'gunfight', 'original', 'based', 'on', 'a', 'book', 'criterion', 'tense', 'great', 'runaway', 'greed', 'earnest']",5300,50086,14168.0
109,3:10 to Yuma (2007),"['western', 'gunfight', 'great', 'acting', 'original', 'oscar', '(best', 'supporting', 'actor)', 'violent', 'redemption', 'remake', 'visually', 'appealing', 'civil', 'war']",54997,381849,5176.0
110,4 Little Girls (1997),"['segregation', 'documentary', 'intimate', 'tragedy', 'criterion', 'guilt', 'oscar', '(best', 'actress)', 'death', 'social', 'commentary', 'friendship']",4217,118540,26580.0
111,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)","['golden', 'palm', 'abortion', 'bleak', 'pregnancy', 'friendship', 'loneliness', 'intimate', 'unlikely', 'friendships', 'hotel', 'melancholic']",55069,1032846,2009.0
112,4 for Texas (1963),"['western', 'grindhouse', 'original', 'comedy', 'life', 'philosophy', 'robbery', 'life', '&', 'death', 'alternate', 'endings', 'greed', 'dialogue']",5057,57071,17691.0
113,40 Days and 40 Nights (2002),"['sexual', 'romantic', 'comedy', 'teen', 'movie', 'comedy', 'pornography', 'sex', 'sex', 'comedy', 'sexy', 'girlie', 'movie', 'teen']",5151,243736,2752.0
114,"40-Year-Old Virgin, The (2005)","['virginity', 'comedy', 'sex', 'sex', 'comedy', 'pornography', 'funny', 'sexuality', 'hilarious', 'sexual', 'off-beat', 'comedy']",35836,405422,6957.0
115,"400 Blows, The (Les quatre cents coups) (1959)","['criterion', 'imdb', 'top', '250', 'childhood', 'paris', 'reflective', 'masterpiece', 'black', 'and', 'white', 'downbeat', 'runaway', 'poignant']",2731,53198,147.0
116,"41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010)","['parody', 'spoof', 'comedy', 'humorous', 'stupid', 'so', 'bad', ""it's"", 'funny', 'horrible', 'dumb', 'but', 'funny', 'funny', 'stupidity']",78321,1498870,38570.0
117,42 (2013),"['baseball', 'sports', 'segregation', 'biopic', 'biographical', 'true', 'story', 'history', 'based', 'on', 'a', 'true', 'story', 'courage', 'historical']",101895,453562,109410.0
118,42 Up (1998),"['reflective', 'series', 'documentary', 'criterion', 'homeless', 'original', 'working', 'class', 'relationships', 'psychology', 'talky']",3077,164312,20565.0
119,42nd Street (1933),"['talky', 'music', 'musical', 'dance', '1930s', 'broadway', 'dancing', 'oscar', '(best', 'directing)', 'good', 'music', 'original']",7080,24034,3062.0
120,47 Ronin (2013),"['fantasy', 'visually', 'appealing', 'visually', 'stunning', 'mythology', 'fight', 'scenes', 'action', 'special', 'effects', 'martial', 'arts', 'amazing', 'photography', 'big', 'budget']",106491,1335975,64686.0
121,"47 Samurai (Chûshingura) (Loyal 47 Ronin, The) (1962)","['japan', 'samurai', 'sword', 'fighting', '18th', 'century', 'tokyo', 'japanese', 'criterion', 'stunning', 'oscar', '(best', 'foreign', 'language', 'film)', 'beautifully', 'filmed']",3092,55850,44662.0
122,48 Hrs. (1982),"['buddy', 'movie', 'action', 'good', 'action', 'san', 'francisco', 'comedy', 'police', 'foul', 'language', 'chase', '1980s', 'violent']",5049,83511,150.0
123,49 Up (2005),"['series', 'documentary', 'reality', 'tv', 'intimate', 'original', 'reflective', 'childhood', 'criterion', 'life', 'philosophy', 'talky']",50658,473434,13365.0
124,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007),"['loneliness', 'melancholic', 'bittersweet', 'intimate', 'japan', 'anime', 'visually', 'appealing', 'love', 'animation', 'touching']",64993,983213,38142.0
125,"5,000 Fingers of Dr. T, The (1953)","['surreal', 'original', 'dreams', 'weird', 'criterion', 'quirky', 'life', 'philosophy', 'cult', 'classic', 'runaway', 'surrealism']",4294,45464,33743.0
126,50 First Dates (2004),"['romantic', 'comedy', 'short-term', 'memory', 'loss', 'romantic', 'comedy', 'love', 'story', 'chick', 'flick', 'happy', 'ending', 'memory', 'loss', 'romance', 'girlie', 'movie']",7293,343660,1824.0
127,50/50 (2011),"['cancer', 'touching', 'friendship', 'emotional', 'unlikely', 'friendships', 'drama', 'comedy', 'heartbreaking', 'terminal', 'illness', 'dramatic']",89864,1306980,40807.0
128,52 Pick-Up (1986),"['crime', 'noir', 'thriller', 'thriller', 'based', 'on', 'a', 'book', 'murder', 'tense', 'pornography', 'twists', '&', 'turns', 'brutality', 'neo-noir']",2475,90567,18588.0
129,54 (1998),"['new', 'jersey', 'good', 'soundtrack', 'original', 'drug', 'abuse', 'good', 'mentor', 'shallow', 'drugs', 'great', 'ending', 'pornography']",2188,120577,3682.0
130,56 Up (2012),"['series', 'documentary', 'british', 'reflective', 'england', 'criterion', 'oscar', '(best', 'actress)', 'london', 'poignant', 'relationships']",97673,2147134,116167.0
131,5x2 (2004),"['relationships', 'divorce', 'marriage', 'paris', 'french', 'intimate', 'adultery', 'reflective', 'infidelity', 'complex']",31956,354356,4974.0
132,6 Souls (Shelter) (2010),"['mindfuck', 'supernatural', 'horror', 'twist', 'ending', 'plot', 'holes', 'death', 'suspenseful', 'thriller', 'original', 'devil']",81140,1179069,41505.0
133,6ixtynin9 (Ruang Talok 69) (1999),"['obsession', 'stylish', 'weird', 'art', 'house', 'dark', 'humor', 'criterion', 'so', 'bad', ""it's"", 'funny', 'good', 'soundtrack', 'twists', '&', 'turns', 'drinking']",27316,235154,33253.0
134,"6th Day, The (2000)","['cloning', 'arnold', 'clones', 'sci-fi', 'futuristic', 'action', 'future', 'science', 'fiction', 'good', 'action', 'mars']",3986,216216,8452.0
135,"6th Man, The (Sixth Man, The) (1997)","['sports', 'basketball', 'comedy', 'original', 'new', 'jersey', 'fun', 'movie', 'brothers', 'great', 'goofy', 'inspirational']",6425,120142,36807.0
136,7 Plus Seven (1970),"['criterion', 'black', 'and', 'white', 'talky', 'life', 'philosophy', 'series', 'runaway', 'documentary', 'unusual', 'plot', 'structure', 'childhood', 'adolescence']",50742,66356,50754.0
